UID No,Manufacturer,Engine Identification,Combustor Description,Eng Type,B/P Ratio,Pressure Ratio,Rated Thrust (kN),Fuel Flow T/O (kg/sec),Fuel Flow C/O (kg/sec),Fuel Flow App (kg/sec),Fuel Flow Idle (kg/sec),NOx EI T/O (g/kg),NOx EI C/O (g/kg),NOx EI App (g/kg),NOx EI Idle (g/kg),CO EI T/O (g/kg),CO EI C/O (g/kg),CO EI App (g/kg),CO EI Idle (g/kg),HC EI T/O (g/kg),HC EI C/O (g/kg),HC EI App (g/kg),HC EI Idle (g/kg),SN T/O,SN C/O,SN App,SN Idle,SN Max,Ambient Baro Min (kPa),Ambient Baro Max (kPa),Ambient Temp Min (K),Ambient Temp Max (K),Humidity Min (kg/kg),Humidity Max (kg/kg)
1PW022,Pratt & Whitney,JT9D-7F,Mod V,TF,5.1,22.8,213.5,2.1672,1.764,0.6237,0.219,46.0,34.4,7.8,3.1,0.4,0.4,2.9,54.0,0.3,0.3,0.5,26.0,,,,,4.0,99.0,103.0,266.0,290.0,0.0007,0.0068
1PW023,Pratt & Whitney,JT9D-7F,Mod VI,TF,5.1,22.8,213.5,2.161,1.779,0.624,0.232,41.7,31.5,9.1,3.2,0.9,0.9,5.8,68.6,0.0,0.0,0.6,25.9,16.0,,,,16.0,,,,,,
1PW024,Pratt & Whitney,JT9D-7J,,TF,5.1,23.5,222.4,2.315,1.902,0.679,0.238,44.9,34.9,9.4,3.3,0.9,0.9,5.5,66.7,0.0,0.0,0.5,24.5,,,,,16.0,,,,,,
1PW025,Pratt & Whitney,JT9D-7Q,,TF,4.9,24.5,235.75,2.4419,1.9996,0.6804,0.237,31.6,25.6,7.8,3.0,0.2,0.2,1.7,53.0,0.2,0.2,0.3,12.0,,,,,8.0,97.0,100.0,280.0,285.0,0.0029,0.005
1PW026,Pratt & Whitney,"JT9D-7R4D, -7R4D1",,TF,5.0,23.4,213.5,2.055,1.678,0.6593,0.2054,38.5,30.0,9.8,4.1,0.51,0.48,1.36,8.84,0.15,0.12,0.13,1.25,4.6,,,,4.6,,,276.0,304.0,,
1PW027,Pratt & Whitney,"JT9D-7R4E, -7R4E1",,TF,5.0,24.2,222.4,2.118,1.724,0.6529,0.221,41.6,34.2,10.4,4.1,0.57,0.53,1.23,8.27,0.16,0.13,0.13,1.11,5.0,,,,5.0,,,276.0,304.0,,
1PW028,Pratt & Whitney,"JT9D-7R4E4, -E1(H)",,TF,5.0,24.2,222.41,2.218,1.829,0.64,0.2205,36.9,29.7,8.5,3.5,0.67,0.67,1.46,16.0,0.15,0.13,0.22,3.35,4.3,,,,4.3,,,271.0,299.0,,
1PW029,Pratt & Whitney,JT9D-7R4G2,,TF,4.8,26.3,243.5,2.429,1.88,0.659,0.2239,41.3,29.5,8.8,3.8,0.74,0.63,1.4,11.82,0.15,0.14,0.18,1.55,6.8,,,,6.8,,,271.0,299.0,,
1PW030,Pratt & Whitney,JT9D-7R4H1,,TF,4.8,26.7,249.1,2.512,1.999,0.7227,0.2454,45.2,30.0,8.9,3.8,0.74,0.63,1.39,11.63,0.15,0.14,0.18,1.48,7.6,,,,7.6,,,271.0,299.0,,
16PW115,Pratt & Whitney Canada,PW814GA,TALON X,TF,5.66,33.87,68.63,0.667,0.549,0.194,0.07,23.26,17.94,11.46,6.25,0.0,0.0,1.76,13.88,0.0,0.0,0.02,0.05,0.3,0.2,0.2,0.2,0.3,99.1,101.7,253.0,297.0,0.0005,0.0098
16PW116,Pratt & Whitney Canada,PW815GA,TALON X,TF,5.6,35.0,71.22,0.699,0.573,0.201,0.071,24.88,18.89,11.47,6.41,0.0,0.0,1.5,13.4,0.0,0.0,0.02,0.05,0.3,0.2,0.2,0.2,0.3,99.1,101.7,253.0,297.0,0.0005,0.0098
19PW127,Pratt & Whitney Canada,PW814GA,TALON X,TF,5.66,33.87,68.63,0.667,0.549,0.194,0.07,23.26,17.94,11.46,6.25,0.0,0.0,1.76,13.88,0.0,0.0,0.02,0.05,0.3,0.2,0.2,0.2,0.3,99.1,101.7,253.0,297.0,0.0005,0.0098
19PW128,Pratt & Whitney Canada,PW815GA,TALON X,TF,5.6,35.0,71.22,0.699,0.573,0.201,0.071,24.88,18.89,11.47,6.41,0.0,0.0,1.5,13.4,0.0,0.0,0.02,0.05,0.3,0.2,0.2,0.2,0.3,99.1,101.7,253.0,297.0,0.0005,0.0098
05P25PW205,Pratt & Whitney Canada,PW812D,TALON X,MTF,4.52,34.7599465310841,61.6078838085494,0.6603802712614967,0.5443392310948661,0.1872521712086232,0.06966998479167194,21.003217617318857,17.21800416757013,12.688283526218443,5.191493848774523,0.0435811270464607,0.05196501801295502,2.570163761790001,15.631405209444187,0.02129805861488777,0.029853719711203652,0.03588393292482215,0.16836645060945069,0.0,0.0,0.0,0.0,0.0,99.0,101.6,279.6,300.8,0.0024,0.0138
05P25PW206,Pratt & Whitney Canada,PW812GA,TALON X,MTF,4.53086488286888,34.7666712030484,61.0115208398203,0.6453549207494483,0.5291264739524664,0.18246934363951856,0.07118445954123263,21.403618394655737,17.310793422657387,12.680965520037072,5.4203051971186875,0.04733388407326957,0.04296994664953976,2.5083002866243382,14.476167617944233,0.021938230010710297,0.028958821380958965,0.036728474568864,0.12833796522082952,0.0,0.0,0.0,0.0,0.0,99.0,101.6,279.6,300.8,0.0024,0.0138
01P22PW141,Pratt & Whitney Canada,PW814GA,TALON X,MTF,5.70667971604273,33.5596761023408,68.63158638,0.6720777188661612,0.5556127489034169,0.19832881254951196,0.06964075812112608,22.211592354288086,18.007366478443615,11.197404847577666,5.3405392274423855,0.007552676999209022,0.0,2.480145059541534,16.66786996859458,0.045433809049359675,0.04295569656867253,0.027861998182776748,0.07065914620898547,0.2692500219280394,0.23168511508100864,0.19145219079014714,0.18306088244825044,0.30925002192803935,99.1,101.7,253.0,303.0,0.0005,0.0149
01P22PW142,Pratt & Whitney Canada,PW815GA,TALON X,MTF,5.6537570900765,34.6468426782798,71.22045042,0.7011399754771996,0.5788557383054931,0.20438021114651037,0.07094565889756811,23.63357324460035,18.742024859266394,11.242610054186624,5.459790747584118,0.008791550235400791,0.000294351440788887,2.234759812727422,15.904965152469336,0.08509577259181131,0.04782989353252214,0.025951105804416397,0.06376732934633499,0.27208168559440593,0.23193140946792226,0.1913399385144442,0.18314449960595985,0.3120816855944059,99.1,101.7,253.0,303.0,0.0005,0.0149
15PW104,Pratt & Whitney,PW1127G1-JM,TALON X,TF,12.2,32.11,120.44,0.800416,0.661263,0.232194,0.089743,17.76,14.18,8.85,6.55,0.22,0.32,5.49,21.47,0.03,0.03,0.04,0.11,1.4,0.3,0.36,0.56,1.4,99.56,101.71,265.6,278.15,0.00071,0.00203
15PW105,Pratt & Whitney,PW1127G-JM,TALON X,TF,12.2,32.11,120.44,0.800416,0.661263,0.232194,0.089743,17.76,14.18,8.85,6.55,0.22,0.32,5.49,21.47,0.03,0.03,0.04,0.11,1.4,0.3,0.36,0.56,1.4,99.56,101.71,265.6,278.15,0.00071,0.00203
15PW106,Pratt & Whitney,PW1130G-JM,TALON X,TF,11.7,35.52,134.0,0.910084,0.748352,0.254698,0.094272,21.16,16.33,8.99,6.78,0.17,0.25,4.55,19.48,0.03,0.03,0.04,0.07,2.8,0.79,0.35,0.55,2.8,99.56,101.71,265.6,278.15,0.00071,0.00203
15PW107,Pratt & Whitney,PW1133G1-JM,TALON X,TF,11.4,38.85,147.28,1.02297,0.838543,0.278342,0.09878,25.23,18.92,9.14,6.98,0.14,0.2,3.59,17.89,0.03,0.03,0.04,0.05,4.4,2.01,0.34,0.54,4.4,99.56,101.71,265.6,278.15,0.00071,0.00203
15PW108,Pratt & Whitney,PW1133G-JM,TALON X,TF,11.4,38.85,147.28,1.02297,0.838543,0.278342,0.09878,25.23,18.92,9.14,6.98,0.14,0.2,3.59,17.89,0.03,0.03,0.04,0.05,4.4,2.01,0.34,0.54,4.4,99.56,101.71,265.6,278.15,0.00071,0.00203
18PW117,Pratt & Whitney,PW1122G-JM,TALON X,TF,12.72,28.78,107.82,0.71,0.6,0.21,0.08,16.47,13.85,8.92,4.72,0.26,0.38,6.39,29.78,0.1,0.1,0.02,0.55,11.6,7.9,0.4,1.2,11.6,99.56,101.71,265.6,278.15,0.00071,0.00203
01P18PW148,Pratt & Whitney,PW1122G-JM,"TALON X, Block-C",TF,12.72,28.78,107.82,0.71,0.6,0.21,0.08,16.47,13.85,8.92,4.72,0.26,0.38,6.39,29.78,0.1,0.1,0.02,0.55,11.6,7.9,0.4,1.2,11.6,99.56,101.71,265.6,278.15,0.00071,0.00203
18PW118,Pratt & Whitney,PW1124G1-JM,TALON X,TF,12.72,28.78,107.82,0.71,0.6,0.21,0.08,16.47,13.85,8.92,4.72,0.26,0.38,6.39,29.78,0.1,0.1,0.02,0.55,11.6,7.9,0.4,1.2,11.6,99.56,101.71,265.6,278.15,0.00071,0.00203
01P18PW149,Pratt & Whitney,PW1124G1-JM,"TALON X, Block-C",TF,12.72,28.78,107.82,0.71,0.6,0.21,0.08,16.47,13.85,8.92,4.72,0.26,0.38,6.39,29.78,0.1,0.1,0.02,0.55,11.6,7.9,0.4,1.2,11.6,99.56,101.71,265.6,278.15,0.00071,0.00203
18PW119,Pratt & Whitney,PW1124G-JM,TALON X,TF,12.72,28.78,107.82,0.71,0.6,0.21,0.08,16.47,13.85,8.92,4.72,0.26,0.38,6.39,29.78,0.1,0.1,0.02,0.55,11.6,7.9,0.4,1.2,11.6,99.56,101.71,265.6,278.15,0.00071,0.00203
01P18PW150,Pratt & Whitney,PW1124G-JM,"TALON X, Block-C",TF,12.72,28.78,107.82,0.71,0.6,0.21,0.08,16.47,13.85,8.92,4.72,0.26,0.38,6.39,29.78,0.1,0.1,0.02,0.55,11.6,7.9,0.4,1.2,11.6,99.56,101.71,265.6,278.15,0.00071,0.00203
18PW120,Pratt & Whitney,PW1127G1-JM,TALON X,TF,12.28,31.66,120.43,0.8,0.67,0.2322,0.08,18.82,15.3,9.07,4.84,0.22,0.3,5.36,27.93,0.02,0.04,0.02,0.43,13.4,10.5,0.5,1.2,13.4,99.56,101.71,265.6,278.15,0.00071,0.00203
01P18PW151,Pratt & Whitney,PW1127G1-JM,"TALON X, Block-C",TF,12.28,31.66,120.43,0.8,0.67,0.2322,0.08,18.82,15.3,9.07,4.84,0.22,0.3,5.36,27.93,0.02,0.04,0.02,0.43,13.4,10.5,0.5,1.2,13.4,99.56,101.71,265.6,278.15,0.00071,0.00203
18PW121,Pratt & Whitney,PW1127GA-JM,TALON X,TF,12.28,31.66,120.43,0.8,0.67,0.2322,0.08,18.82,15.3,9.07,4.84,0.22,0.3,5.36,27.93,0.02,0.04,0.02,0.43,13.4,10.5,0.5,1.2,13.4,99.56,101.71,265.6,278.15,0.00071,0.00203
01P18PW152,Pratt & Whitney,PW1127GA-JM,"TALON X, Block-C",TF,12.28,31.66,120.43,0.8,0.67,0.2322,0.08,18.82,15.3,9.07,4.84,0.22,0.3,5.36,27.93,0.02,0.04,0.02,0.43,13.4,10.5,0.5,1.2,13.4,99.56,101.71,265.6,278.15,0.00071,0.00203
18PW122,Pratt & Whitney,PW1127G-JM,TALON X,TF,12.28,31.66,120.43,0.8,0.67,0.2322,0.08,18.82,15.3,9.07,4.84,0.22,0.3,5.36,27.93,0.02,0.04,0.02,0.43,13.4,10.5,0.5,1.2,13.4,99.56,101.71,265.6,278.15,0.00071,0.00203
01P18PW153,Pratt & Whitney,PW1127G-JM,"TALON X, Block-C",TF,12.28,31.66,120.43,0.8,0.67,0.2322,0.08,18.82,15.3,9.07,4.84,0.22,0.3,5.36,27.93,0.02,0.04,0.02,0.43,13.4,10.5,0.5,1.2,13.4,99.56,101.71,265.6,278.15,0.00071,0.00203
18PW123,Pratt & Whitney,PW1129G-JM,TALON X,TF,12.0,34.02,130.08,0.88,0.73,0.2546,0.08,20.98,16.84,9.19,4.98,0.21,0.25,4.58,26.52,0.02,0.04,0.02,0.36,14.3,12.1,0.5,1.1,14.3,100.8559,103.023,266.2,298.7,0.000362,0.01437
01P18PW154,Pratt & Whitney,PW1129G-JM,"TALON X, Block-C",TF,12.0,34.02,130.08,0.88,0.73,0.2546,0.08,20.98,16.84,9.19,4.98,0.21,0.25,4.58,26.52,0.02,0.04,0.02,0.36,14.3,12.1,0.5,1.1,14.3,100.8559,103.023,266.2,298.7,0.000362,0.01437
18PW124,Pratt & Whitney,PW1130G-JM,TALON X,TF,11.58,38.07,147.28,1.023,0.8385,0.27834,0.0988,25.46,19.84,9.4,5.31,0.23,0.22,3.44,24.06,0.02,0.05,0.02,0.26,15.2,13.9,0.5,1.0,15.2,100.8559,103.023,266.2,298.7,0.000362,0.01437
01P18PW155,Pratt & Whitney,PW1130G-JM,"TALON X, Block-C",TF,11.58,38.07,147.28,1.023,0.8385,0.27834,0.0988,25.46,19.84,9.4,5.31,0.23,0.22,3.44,24.06,0.02,0.05,0.02,0.26,15.2,13.9,0.5,1.0,15.2,100.8559,103.023,266.2,298.7,0.000362,0.01437
18PW125,Pratt & Whitney,PW1133GA-JM,TALON X,TF,11.58,38.07,147.28,1.023,0.8385,0.27834,0.0988,25.46,19.84,9.4,5.31,0.23,0.22,3.44,24.06,0.02,0.05,0.02,0.26,15.2,13.9,0.5,1.0,15.2,100.8559,103.023,266.2,298.7,0.000362,0.01437
01P18PW156,Pratt & Whitney,PW1133GA-JM,"TALON X, Block-C",TF,11.58,38.07,147.28,1.023,0.8385,0.27834,0.0988,25.46,19.84,9.4,5.31,0.23,0.22,3.44,24.06,0.02,0.05,0.02,0.26,15.2,13.9,0.5,1.0,15.2,100.8559,103.023,266.2,298.7,0.000362,0.01437
18PW126,Pratt & Whitney,PW1133G-JM,TALON X,TF,11.58,38.07,147.28,1.023,0.8385,0.27834,0.0988,25.46,19.84,9.4,5.31,0.23,0.22,3.44,24.06,0.02,0.05,0.02,0.26,15.2,13.9,0.5,1.0,15.2,100.8559,103.023,266.2,298.7,0.000362,0.01437
01P18PW157,Pratt & Whitney,PW1133G-JM,"TALON X, Block-C",TF,11.58,38.07,147.28,1.023,0.8385,0.27834,0.0988,25.46,19.84,9.4,5.31,0.23,0.22,3.44,24.06,0.02,0.05,0.02,0.26,15.2,13.9,0.5,1.0,15.2,100.8559,103.023,266.2,298.7,0.000362,0.01437
01P22PW158,Pratt & Whitney,PW1122G-JM,"TALON X, Block-D",TF,12.7211485,28.7766816426353,107.824385036253,0.71,0.6,0.21,0.08,18.206280669823173,15.392480818656622,10.421867095625203,5.00762109678908,0.320461702086412,0.4365638554509701,5.9396150014252385,25.907242270336013,0.06799236843003015,0.06540930477478199,0.06045546518032552,0.5102279694040561,5.262864709293268,3.131885242404845,0.29424622925608024,0.7803418852577668,5.262864709293268,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW159,Pratt & Whitney,PW1124G1-JM,"TALON X, Block-D",TF,12.7211485,28.7766816426353,107.824385036253,0.71,0.6,0.21,0.08,18.206280669823173,15.392480818656622,10.421867095625203,5.00762109678908,0.320461702086412,0.4365638554509701,5.9396150014252385,25.907242270336013,0.06799236843003015,0.06540930477478199,0.06045546518032552,0.5102279694040561,5.262864709293268,3.131885242404845,0.29424622925608024,0.7803418852577668,5.262864709293268,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW160,Pratt & Whitney,PW1124G-JM,"TALON X, Block-D",TF,12.7211485,28.7766816426353,107.824385036253,0.71,0.6,0.21,0.08,18.206280669823173,15.392480818656622,10.421867095625203,5.00762109678908,0.320461702086412,0.4365638554509701,5.9396150014252385,25.907242270336013,0.06799236843003015,0.06540930477478199,0.06045546518032552,0.5102279694040561,5.262864709293268,3.131885242404845,0.29424622925608024,0.7803418852577668,5.262864709293268,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW161,Pratt & Whitney,PW1127G1-JM,"TALON X, Block-D",TF,12.280546,31.6575311592319,120.435034028735,0.8,0.67,0.232,0.08,20.814346952465712,16.953530019134632,10.593098563076637,5.202977426430152,0.2684275376433618,0.3621315504291722,4.885424784074587,24.52629114694696,0.0698237777043848,0.06693068388572461,0.05819672575508861,0.45811724066138737,6.794761586925681,4.546700787124188,0.2738697421850712,0.7530185265678362,6.794761586925681,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW162,Pratt & Whitney,PW1127GA-JM,"TALON X, Block-D",TF,12.280546,31.6575311592319,120.435034028735,0.8,0.67,0.232,0.08,20.814346952465712,16.953530019134632,10.593098563076637,5.202977426430152,0.2684275376433618,0.3621315504291722,4.885424784074587,24.52629114694696,0.0698237777043848,0.06693068388572461,0.05819672575508861,0.45811724066138737,6.794761586925681,4.546700787124188,0.2738697421850712,0.7530185265678362,6.794761586925681,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW163,Pratt & Whitney,PW1127G-JM,"TALON X, Block-D",TF,12.280546,31.6575311592319,120.435034028735,0.8,0.67,0.232,0.08,20.814346952465712,16.953530019134632,10.593098563076637,5.202977426430152,0.2684275376433618,0.3621315504291722,4.885424784074587,24.52629114694696,0.0698237777043848,0.06693068388572461,0.05819672575508861,0.45811724066138737,6.794761586925681,4.546700787124188,0.2738697421850712,0.7530185265678362,6.794761586925681,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW164,Pratt & Whitney,PW1129G-JM,"TALON X, Block-D",TF,12.0030002593994,34.0245238467872,130.087629553845,0.88,0.73,0.2545,0.0795,23.364167001549504,18.606384182159672,10.687742128669925,5.375936765216466,0.24541953511887726,0.3098168034455817,4.065989955059592,23.455748867547953,0.07123982683425882,0.06830450954918574,0.058175092845019094,0.4196006554355236,7.746948141755382,5.615544783053835,0.26839024330507877,0.732584095538815,7.746948141755382,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW165,Pratt & Whitney,PW1130G-JM,"TALON X, Block-D",TF,11.58143,38.0698312807325,147.279925270228,1.023,0.839,0.278,0.099,28.883138417833834,22.006597969375434,10.786516725514957,5.73951983430743,0.24013173412519606,0.25517835341205597,2.8730911170852096,21.548191304499824,0.07355062689777316,0.07052366019140476,0.060597536278841346,0.3551513782225655,8.652961024178872,7.2945273895633065,0.2807618208792282,0.6972236465076473,8.652961024178872,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW166,Pratt & Whitney,PW1133GA-JM,"TALON X, Block-D",TF,11.58143,38.0698312807325,147.279925270228,1.023,0.839,0.278,0.099,28.883138417833834,22.006597969375434,10.786516725514957,5.73951983430743,0.24013173412519606,0.25517835341205597,2.8730911170852096,21.548191304499824,0.07355062689777316,0.07052366019140476,0.060597536278841346,0.3551513782225655,8.652961024178872,7.2945273895633065,0.2807618208792282,0.6972236465076473,8.652961024178872,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW167,Pratt & Whitney,PW1133G-JM,"TALON X, Block-D",TF,11.58143,38.0698312807325,147.279925270228,1.023,0.839,0.278,0.099,28.883138417833834,22.006597969375434,10.786516725514957,5.73951983430743,0.24013173412519606,0.25517835341205597,2.8730911170852096,21.548191304499824,0.07355062689777316,0.07052366019140476,0.060597536278841346,0.3551513782225655,8.652961024178872,7.2945273895633065,0.2807618208792282,0.6972236465076473,8.652961024178872,101.486,102.22,279.62,300.8,0.00358,0.01201
21PW139,Pratt & Whitney,PW1215G,TALON X,TF,8.6,29.36,67.66,0.551,0.461,0.166,0.065,20.0,15.8,8.3,4.8,0.4,0.4,3.0,16.0,0.03,0.02,0.02,0.02,3.0,1.8,0.4,0.4,3.0,101.15,102.25,276.5,293.2,0.00108,0.00576
01P22PW168,Pratt & Whitney,PW1215G,"TALON X, Block-C",TF,8.6,29.36,67.66,0.551,0.461,0.166,0.065,20.0,15.8,8.3,4.8,0.4,0.4,3.0,16.0,0.03,0.02,0.02,0.02,3.0,1.8,0.4,0.4,3.0,101.15,102.25,276.5,293.2,0.00108,0.00576
21PW140,Pratt & Whitney,PW1217G,TALON X,TF,8.33,32.65,75.72,0.634,0.524,0.184,0.069,25.3,18.6,8.6,5.1,0.3,0.4,2.5,14.2,0.04,0.02,0.01,0.01,3.7,2.7,0.4,0.4,3.7,101.15,102.25,276.5,293.2,0.00108,0.00576
01P22PW169,Pratt & Whitney,PW1217G,"TALON X, Block-C",TF,8.33,32.65,75.72,0.634,0.524,0.184,0.069,25.3,18.6,8.6,5.1,0.3,0.4,2.5,14.2,0.04,0.02,0.01,0.01,3.7,2.7,0.4,0.4,3.7,101.15,102.25,276.5,293.2,0.00108,0.00576
01P22PW170,Pratt & Whitney,PW1428GH-JM,"TALON X, Block-C",TF,12.11,33.32,132.38,0.87,0.72,0.25,0.09,20.3112124601876,16.370543415010527,9.172358689812336,4.964189057897695,0.21508460217993938,0.26034067029235136,4.72382471230351,26.642192795126448,0.062372128898870394,0.04241435485220749,0.023093224837530152,0.3589059649047483,14.457327702368966,12.362407517712512,0.48677363395888423,1.0812521027328919,14.459448003497327,100.8559,103.023,266.2,298.7,0.000362,0.01437
01P22PW171,Pratt & Whitney,PW1428GA-JM,"TALON X, Block-C",TF,12.11,33.32,132.38,0.87,0.72,0.25,0.09,20.3112124601876,16.370543415010527,9.172358689812336,4.964189057897695,0.21508460217993938,0.26034067029235136,4.72382471230351,26.642192795126448,0.062372128898870394,0.04241435485220749,0.023093224837530152,0.3589059649047483,14.457327702368966,12.362407517712512,0.48677363395888423,1.0812521027328919,14.459448003497327,100.8559,103.023,266.2,298.7,0.000362,0.01437
01P22PW172,Pratt & Whitney,PW1428G-JM,"TALON X, Block-C",TF,12.11,33.32,132.38,0.87,0.72,0.25,0.09,20.3112124601876,16.370543415010527,9.172358689812336,4.964189057897695,0.21508460217993938,0.26034067029235136,4.72382471230351,26.642192795126448,0.062372128898870394,0.04241435485220749,0.023093224837530152,0.3589059649047483,14.457327702368966,12.362407517712512,0.48677363395888423,1.0812521027328919,14.459448003497327,100.8559,103.023,266.2,298.7,0.000362,0.01437
01P22PW173,Pratt & Whitney,PW1431GH-JM,"TALON X, Block-C",TF,11.88,35.59,140.43,0.95,0.78,0.27,0.09,22.595514720767497,18.00404624973142,9.284985158466283,5.139310877244434,0.21662833371172063,0.22988285668688943,4.031650479301827,25.22383806491801,0.01785574249746719,0.044630276333403725,0.023545642933801136,0.3043814095077751,14.90882633901965,13.304965634723922,0.5100090622388141,1.0368271429963776,14.920268798518157,100.8559,103.023,266.2,298.7,0.000362,0.01437
01P22PW174,Pratt & Whitney,PW1431GA-JM,"TALON X, Block-C",TF,11.88,35.59,140.43,0.95,0.78,0.27,0.09,22.595514720767497,18.00404624973142,9.284985158466283,5.139310877244434,0.21662833371172063,0.22988285668688943,4.031650479301827,25.22383806491801,0.01785574249746719,0.044630276333403725,0.023545642933801136,0.3043814095077751,14.90882633901965,13.304965634723922,0.5100090622388141,1.0368271429963776,14.920268798518157,100.8559,103.023,266.2,298.7,0.000362,0.01437
01P22PW175,Pratt & Whitney,PW1431G-JM,"TALON X, Block-C",TF,11.88,35.59,140.43,0.95,0.78,0.27,0.09,22.595514720767497,18.00404624973142,9.284985158466283,5.139310877244434,0.21662833371172063,0.22988285668688943,4.031650479301827,25.22383806491801,0.01785574249746719,0.044630276333403725,0.023545642933801136,0.3043814095077751,14.90882633901965,13.304965634723922,0.5100090622388141,1.0368271429963776,14.920268798518157,100.8559,103.023,266.2,298.7,0.000362,0.01437
01P22PW176,Pratt & Whitney,PW1428GH-JM,"TALON X, Block-D",TF,12.1019668579102,33.32,132.382901116498,0.87,0.72,0.25,0.09,23.006879745211336,18.373276443380746,10.689720917020168,5.417903827641567,0.24752381752548658,0.31587810609417843,4.045548742519884,23.214160199066924,0.07105876811948937,0.0681241628840427,0.0581933334504825,0.41113954255125407,7.933533076346102,5.860711627401393,0.268393270793458,0.7277864431310355,7.933533076346102,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW177,Pratt & Whitney,PW1428GA-JM,"TALON X, Block-D",TF,12.1019668579102,33.32,132.382901116498,0.87,0.72,0.25,0.09,23.006879745211336,18.373276443380746,10.689720917020168,5.417903827641567,0.24752381752548658,0.31587810609417843,4.045548742519884,23.214160199066924,0.07105876811948937,0.0681241628840427,0.0581933334504825,0.41113954255125407,7.933533076346102,5.860711627401393,0.268393270793458,0.7277864431310355,7.933533076346102,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW178,Pratt & Whitney,PW1428G-JM,"TALON X, Block-D",TF,12.1019668579102,33.32,132.382901116498,0.87,0.72,0.25,0.09,23.006879745211336,18.373276443380746,10.689720917020168,5.417903827641567,0.24752381752548658,0.31587810609417843,4.045548742519884,23.214160199066924,0.07105876811948937,0.0681241628840427,0.0581933334504825,0.41113954255125407,7.933533076346102,5.860711627401393,0.268393270793458,0.7277864431310355,7.933533076346102,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW179,Pratt & Whitney,PW1431GH-JM,"TALON X, Block-D",TF,11.8645992279053,35.59,140.438592589298,0.95,0.78,0.27,0.09,25.88657820264052,20.225709218575503,10.750350145004631,5.621340794103162,0.23777827835135312,0.27701791988421576,3.334476036345393,22.12630482738288,0.07239392415187154,0.06944953367348859,0.05935692412099769,0.37410922458623475,8.438266482449414,6.6760198737305245,0.2724117658304247,0.711135363993251,8.438266482449414,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW180,Pratt & Whitney,PW1431GA-JM,"TALON X, Block-D",TF,11.8645992279053,35.59,140.438592589298,0.95,0.78,0.27,0.09,25.88657820264052,20.225709218575503,10.750350145004631,5.621340794103162,0.23777827835135312,0.27701791988421576,3.334476036345393,22.12630482738288,0.07239392415187154,0.06944953367348859,0.05935692412099769,0.37410922458623475,8.438266482449414,6.6760198737305245,0.2724117658304247,0.711135363993251,8.438266482449414,101.486,102.22,279.62,300.8,0.00358,0.01201
01P22PW181,Pratt & Whitney,PW1431G-JM,"TALON X, Block-D",TF,11.8645992279053,35.59,140.438592589298,0.95,0.78,0.27,0.09,25.88657820264052,20.225709218575503,10.750350145004631,5.621340794103162,0.23777827835135312,0.27701791988421576,3.334476036345393,22.12630482738288,0.07239392415187154,0.06944953367348859,0.05935692412099769,0.37410922458623475,8.438266482449414,6.6760198737305245,0.2724117658304247,0.711135363993251,8.438266482449414,101.486,102.22,279.62,300.8,0.00358,0.01201
16PW110,Pratt & Whitney,PW1525G,TALON X,TF,11.05,38.67,108.53,0.79,0.65,0.23,0.08,28.1,21.2,11.1,6.1,0.0,0.1,1.6,13.0,0.1,0.1,0.1,0.1,3.4,2.8,2.4,2.5,3.8,99.22,101.35,259.5,282.0,0.00081,0.00317
16PW111,Pratt & Whitney,PW1524G,TALON X,TF,11.05,38.67,108.53,0.79,0.65,0.23,0.08,28.1,21.2,11.1,6.1,0.0,0.1,1.6,13.0,0.1,0.1,0.1,0.1,3.4,2.8,2.4,2.5,3.8,99.22,101.35,259.5,282.0,0.00081,0.00317
16PW112,Pratt & Whitney,PW1521G,TALON X,TF,11.37,35.11,97.72,0.69,0.58,0.21,0.07,23.2,18.5,10.9,5.6,0.1,0.1,2.1,14.6,0.1,0.1,0.1,0.1,3.0,2.57,2.5,2.52,3.6,99.22,101.35,259.5,282.0,0.00081,0.00317
16PW113,Pratt & Whitney,PW1519G,TALON X,TF,11.64,32.28,87.96,0.62,0.52,0.19,0.07,20.2,16.7,10.7,5.3,0.1,0.0,2.6,16.0,0.1,0.1,0.1,0.2,2.7,2.4,2.4,2.5,3.6,99.22,101.35,259.5,282.0,0.00081,0.00317
20PW129,Pratt & Whitney,PW1525G,TALON X,TF,11.05,38.67,108.53,0.79,0.65,0.23,0.08,26.0,20.5,10.4,6.0,0.0,0.0,1.8,16.7,0.0,0.0,0.1,0.1,3.4,2.0,0.8,0.5,3.4,101.97,103.29,272.0,278.1,0.00122,0.00221
