UID No,Manufacturer,Engine Identification,Combustor Description,Eng Type,B/P Ratio,Pressure Ratio,Rated Thrust (kN),Fuel Flow T/O (kg/sec),Fuel Flow C/O (kg/sec),Fuel Flow App (kg/sec),Fuel Flow Idle (kg/sec),NOx EI T/O (g/kg),NOx EI C/O (g/kg),NOx EI App (g/kg),NOx EI Idle (g/kg),CO EI T/O (g/kg),CO EI C/O (g/kg),CO EI App (g/kg),CO EI Idle (g/kg),HC EI T/O (g/kg),HC EI C/O (g/kg),HC EI App (g/kg),HC EI Idle (g/kg),SN T/O,SN C/O,SN App,SN Idle,SN Max,Ambient Baro Min (kPa),Ambient Baro Max (kPa),Ambient Temp Min (K),Ambient Temp Max (K),Humidity Min (kg/kg),Humidity Max (kg/kg)
4RR036,Rolls-Royce plc,RB211-524G-T,,MTF,4.25,32.1,253,2.62,2.1,0.74,0.26,28.43,21.8,9.68,4,0.16,0.14,1.17,28.82,0,0.03,0,3.95,5.23,5.23,1.83,0.53,5.34,100.2,100.2,287,287,0.0053,0.0089
1RR011,Rolls-Royce plc,RB211-524H,,MTF,4.2,34,264.4,2.73,2.17,0.71,0.26,65.84,46.31,10.26,4.78,0.87,0.38,0.99,11.75,0.34,0.33,0.36,0.74,3.03,3.62,1.82,0.21,3.9,101,101,283,286,0.006,0.006
4RR037,Rolls-Royce plc,RB211-524H-T,,MTF,4.2,34,264,2.81,2.22,0.77,0.26,31.19,23.19,9.91,4.16,0.18,0.14,1.05,26.17,0,0.02,0,3.31,5.2,5.27,1.83,0.53,5.34,100.2,100.2,287,287,0.0053,0.0089
1RR012,Rolls-Royce plc,RB211-535C,,TF,4.5,21.5,163.3,1.8,1.47,0.54,0.2,33.71,24.89,6.37,3.44,0.7,0.27,0.48,18.79,0.25,0.14,0.44,1.44,8,7,4.4,2,8,,,281,287,0.004,0.005
3RR028,Rolls-Royce plc,RB211-535E4,,MTF,4.1,25.8,178.4,1.86,1.51,0.52,0.18,44.88,32.06,6.78,3.46,0.77,0.5,1.14,13.31,0,0.01,0.04,0.37,1.73,1.84,0.96,0.5,1.8,98.8,98.8,282,282,0.0037,0.0037
5RR038,Rolls-Royce plc,RB211-535E4,Phase5,MTF,4.1,26,178.4,1.85,1.5,0.52,0.18,22.31,17.56,8.38,4.4,0.26,0.29,2.72,20.33,0.03,0,0.04,0.27,7.3,6.8,0.6,0.46,7.3,100.7,101.2,281,287,0.0058,0.0064
3RR034,Rolls-Royce plc,RB211-535E4B,,MTF,4.1,27.65,191.73,2.08,1.65,0.55,0.19,54.46,36.82,7.35,3.52,0.94,0.6,1.05,11.76,0.01,0,0.03,0.28,1.73,1.84,0.96,0.5,1.84,98.8,98.8,282,282,0.0037,0.0037
5RR039,Rolls-Royce plc,RB211-535E4B,Phase5,MTF,4.1,27.9,191.7,2.07,1.64,0.55,0.19,25.88,19.3,8.65,4.58,0.33,0.26,2.43,18.24,0.07,0,0.05,0.14,7.3,6.8,0.6,0.46,7.3,100.7,101.2,281,287,0.0058,0.0064
4RR035,Rolls-Royce plc,Spey 555,Transply IIF,MTF,1,15.9,44,0.735,0.593,0.221,0.0964,17.33,13.06,5.05,2.23,1.54,2.08,5.78,31.16,0.15,0.22,0.33,3.41,27.97,26.4,24.39,8.09,27.97,100.2,100.2,287,287,0.0068,0.0088
1RR016,Rolls-Royce plc,SPEY Mk511,Transply IIH,MTF,0.64,18.7,50.7,0.891,0.726,0.278,0.127,22.7,17.3,7.2,3.6,0.12,0.63,2.65,31.77,0.09,0.12,0.18,3.69,21.92,20.79,12.94,6.94,21.9,99,102,285,289,0.006,0.009
8RR043,Rolls-Royce plc,SPEY Mk511,,MTF,0.64,19.9,50.7,0.889,0.726,0.279,0.119,23.27,19.18,7.94,1.48,1.81,2.06,20.3,97.96,0.98,1.32,7.23,56.73,66.2,,,,66.2,,,,,0.0035,0.0126
1RR017,Rolls-Royce plc,SPEY Mk555,,MTF,1,16.1,43.8,0.72,0.589,0.222,0.115,18.92,14.64,5.92,1.83,0.44,0,22.22,88.23,0.88,1.6,6.97,92.74,66.2,,,,66.2,102,102,279,279,,
1RR018,Rolls-Royce plc,SPEY Mk555,Transply IIF,MTF,1,15.9,44,0.735,0.592,0.221,0.096,21.9,16.5,6.8,3.7,0.3,0.7,3.7,29.3,0.29,0.15,0.29,1.86,23.73,25.33,17,7.05,25.8,99,102,280,290,0.006,0.01
11RR048,Rolls-Royce plc,TAY 611-8C,Tubular,MTF,3.26,15.88,61.6,0.731,0.604,0.215,0.102,19.3,15.4,5.31,2.53,0.5,0.95,2.89,24.4,0.03,0.05,0.65,1.49,4.39,3.46,0.46,0.21,4.7,99.9,102,281.4,292.5,0.00475,0.00587
3RR031,Rolls-Royce plc,TAY 650,Pedhead,MTF,3,15.9,67.2,0.86,0.71,0.25,0.12,16.45,12.94,5.26,2.5,0.69,0.48,1.76,22.36,0.11,0.22,0.11,1.23,5.6,7.9,4,0.56,9.87,,,283,283,0.0068,0.0081
3RR032,Rolls-Royce plc,TAY 651,Pedhead,MTF,3,16.4,68.5,0.87,0.72,0.26,0.12,17.56,13.77,5.42,2.52,0.75,0.51,1.64,23.26,0.09,0.19,0.12,1.32,5.6,7.9,4,0.56,9.87,,,283,283,0.0068,0.0081
3RR033,Rolls-Royce plc,TAY 651,Transply,MTF,3,16.4,68.5,0.87,0.72,0.26,0.12,20.31,17.13,4.77,1.72,1.68,1.93,6.11,32.68,0.56,0.37,0.85,3.1,17.5,16,2.2,0.3,17.5,99,101,280,289,0.005,0.008
1RR019,Rolls-Royce plc,TAY Mk611-8,,MTF,3,16.1,61.6,0.76,0.63,0.23,0.11,21.1,16.8,5.7,2.5,0.7,0.8,3.9,24.1,0.8,0.3,0.9,3.4,21.3,18.86,13.1,3.36,21.3,100,100,288,288,0.005,0.005
1RR020,Rolls-Royce plc,TAY Mk620-15,,MTF,3,16.1,61.6,0.76,0.63,0.23,0.11,21.1,16.8,5.7,2.5,0.7,0.8,3.9,24.1,0.8,0.3,0.9,3.4,21.3,18.86,13.1,3.36,21.3,100,100,288,288,0.005,0.005
1RR021,Rolls-Royce plc,TAY Mk650-15,,MTF,3,16.4,67.2,0.874,0.715,0.254,0.119,19.81,16.47,4.55,1.7,1.74,2.01,6.54,33.77,0.37,0.41,0.88,3.29,17.6,16,2.2,0.3,17.6,99,101,280,289,0.005,0.008
8RR044,Rolls-Royce plc,Trent 553-61,Phase5 Tiled,TF,7.5,35.19,251.9,2.11,1.73,0.6,0.23,40.55,30.98,11.37,5.96,0.18,0.44,0.66,10.5,0.02,0.01,0.04,0.14,4.29,4.15,1.95,0.91,4.9,100.04,102.91,275.5,280.3,0.0038,0.0062
6RR041,Rolls-Royce plc,Trent 556-61,Phase5 Tiled,TF,7.5,36.71,261.5,2.24,1.83,0.62,0.23,44.91,32.76,11.78,6.19,0.02,0.25,0.46,10.3,0,0,0,0.1,2.24,2.09,1.02,0.76,3.1,100.04,102.91,275.5,280.3,0.0038,0.0062
8RR045,Rolls-Royce plc,Trent 556-61,Phase5 Tiled,TF,7.5,36.63,263.9,2.24,1.83,0.62,0.23,44.77,33.25,11.68,6.09,0.17,0.38,0.54,9.96,0.02,0.01,0.04,0.13,4.34,4.17,2.05,0.93,4.9,100.04,102.91,275.5,280.3,0.0038,0.0062
3RR029,Rolls-Royce plc,Trent 768,Improved traverse,MTF,5.15,34,300.3,2.97,2.43,0.81,0.27,31.25,24.66,10.01,4.52,0.18,0.15,1.02,20.22,0,0.01,0.01,1.89,1.9,2,0.7,0.2,2,100.2,100.2,287,287,0.0053,0.0089
01P14RR101,Rolls-Royce plc,Trent 768,Phase5,MTF,5.15,34.48,304.2,2.907,2.375,0.781,0.259,32.01,24.9,10.12,4.46,0.35,0.49,1.71,26.94,0,0.01,0.04,3.19,1.5,1.8,0.5,0.2,1.91,95.1,101.3,279.8,293.2,0.00473,0.00886
01P14RR102,Rolls-Royce plc,Trent 772,Phase5,MTF,5.03,36.33029396,320.3,3.139,2.53,0.821,0.27,35.56,26.82,10.42,4.66,0.21,0.49,1.56,23.97,0.01,0.01,0.04,2.46,1.4,1.8,0.6,0.2,1.94,95.1,101.3,279.8,293.2,0.00473,0.00886
2RR024,Rolls-Royce plc,Trent 875,,TF,6.08,35.42,351.85,3.1,2.57,0.88,0.28,33.32,26.55,10.43,4.64,0.19,0.16,0.86,19.66,0,0,0,1.78,4.86,5.26,2.2,0.5,5.34,100.2,100.2,287,287,0.00527,0.00886
2RR025,Rolls-Royce plc,Trent 877,,TF,6.02,36.3,361.64,3.21,2.66,0.9,0.28,34.76,27.59,10.59,4.75,0.2,0.16,0.8,18.42,0,0,0,1.55,4.13,5.27,2.27,0.5,5.34,100.2,100.2,287,287,0.00527,0.00886
2RR026,Rolls-Royce plc,Trent 884,,TF,5.87,38.96,390.1,3.56,2.89,0.97,0.31,40.05,30.63,11.07,5.04,0.24,0.18,0.65,15.19,0,0,0,1,4.37,5.1,2.53,0.5,5.34,100.2,100.2,287,287,0.00527,0.00886
2RR027,Rolls-Royce plc,Trent 892,,TF,5.7,41.38,411.48,3.91,3.1,1,0.3,45.7,33.3,11.58,5.33,0.28,0.2,0.57,13.07,0.01,0,0,0.7,4,4.9,2.76,0.53,5.34,100.2,100.2,287,287,0.00527,0.00886
5RR040,Rolls-Royce plc,Trent 895,,TF,5.7,41.52,413.05,4.03,3.19,1.05,0.33,47.79,34.29,11.39,5.11,0.27,0.19,0.54,14.71,0.02,0,0,0.89,4,4.9,2.6,0.5,5.34,100.2,100.2,287,287,0.0053,0.0089
01P18RR103,Rolls-Royce plc,Trent 970-84,Phase5 Tiled,TF,8.45,38,338.7,2.605,2.157,0.72,0.255,38.29,29.42,12.09,5.44,0.32,0.31,1.16,13.38,0.02,0.12,0.08,0.04,6.1,6.4,3,0.6,7.1,99.7,101.9,276.6,286.7,0.00243,0.01133
01P18RR104,Rolls-Royce plc,Trent 972-84,Phase5 Tiled,TF,8.41,38.68,345.9,2.672,2.21,0.735,0.258,39.78,30.36,12.23,5.51,0.32,0.31,1.1,13,0.01,0.11,0.07,0.04,6.1,6.4,3.2,0.6,7.1,99.7,101.9,276.6,286.7,0.00243,0.01133
01P18RR105,Rolls-Royce plc,Trent 972E-84,Phase5 Tiled,TF,8.41,38.68,345.9,2.672,2.21,0.735,0.258,39.78,30.36,12.23,5.51,0.32,0.31,1.1,13,0.01,0.11,0.07,0.04,6.1,6.4,3.2,0.6,7.1,99.7,101.9,276.6,286.7,0.00243,0.01133
12RR069,Rolls-Royce plc,Trent 1000-L2,Phase5 Tiled,TF,9.16,44.1,334.7,2.503,2.053,0.666,0.247,52.65,39.86,13.67,5.74,0.5,0.48,0.67,7.37,0,0,0,0.03,3.3,3.8,3.9,0.5,5.98,98.9,102.1,284.1,293.2,0.00432,0.00968
12RR068,Rolls-Royce plc,Trent 1000-K2,Phase5 Tiled,TF,9.04,46.08,350.9,2.663,2.173,0.696,0.254,58.04,43.07,14.06,5.91,0.43,0.49,0.62,6.8,0,0,0,0.02,3.9,3.6,4.1,0.5,5.98,98.9,102.1,284.1,293.2,0.00432,0.00968
12RR067,Rolls-Royce plc,Trent 1000-J2,Phase5 Tiled,TF,9.04,46.08,350.9,2.663,2.173,0.696,0.254,58.04,43.07,14.06,5.91,0.43,0.49,0.62,6.8,0,0,0,0.02,3.9,3.6,4.1,0.5,5.98,98.9,102.1,284.1,293.2,0.00432,0.00968
12RR066,Rolls-Royce plc,Trent 1000-H2,Phase5 Tiled,TF,9.49,38.52,287.1,2.075,1.715,0.582,0.233,40.46,31.49,12.56,5.21,0.48,0.43,0.89,9.82,0,0,0,0.07,3.8,4.8,3.3,0.5,5.98,98.9,102.1,284.1,293.2,0.00432,0.00968
12RR065,Rolls-Royce plc,Trent 1000-G2,Phase5 Tiled,TF,9.23,42.81,323.7,2.402,1.973,0.647,0.243,49.57,37.8,13.41,5.62,0.51,0.46,0.72,7.81,0,0,0,0.04,3.3,4,3.8,0.5,5.98,98.9,102.1,284.1,293.2,0.00432,0.00968
12RR064,Rolls-Royce plc,Trent 1000-E2,Phase5 Tiled,TF,9.62,36.32,268,1.912,1.582,0.549,0.223,36.25,28.52,12.12,4.98,0.46,0.42,1.01,11.35,0,0,0,0.1,4.1,5.2,3.1,0.6,5.98,98.9,102.1,284.1,293.2,0.00432,0.00968
12RR063,Rolls-Royce plc,Trent 1000-D2,Phase5 Tiled,TF,9.16,44.1,334.7,2.503,2.053,0.666,0.247,52.65,39.86,13.67,5.74,0.5,0.48,0.67,7.37,0,0,0,0.03,3.3,3.8,3.9,0.5,5.98,98.9,102.1,284.1,293.2,0.00432,0.00968
12RR062,Rolls-Royce plc,Trent 1000-C2,Phase5 Tiled,TF,9.16,44.1,334.7,2.503,2.053,0.666,0.247,52.65,39.86,13.67,5.74,0.5,0.48,0.67,7.37,0,0,0,0.03,3.3,3.8,3.9,0.5,5.98,98.9,102.1,284.1,293.2,0.00432,0.00968
12RR061,Rolls-Royce plc,Trent 1000-A2,Phase5 Tiled,TF,9.32,41.3,310.9,2.284,1.882,0.624,0.245,46.11,35.48,13.11,5.48,0.51,0.45,0.77,8.4,0,0,0,0.04,3.5,4.2,3.6,0.5,5.98,98.9,102.1,284.1,293.2,0.00432,0.00968
02P23RR126,Rolls-Royce plc,Trent 1000-AE3,Phase5 Tiled,TF,9.14026,43.17717338,310.8639945,2.326860756,1.908069743,0.642506325,0.243693741,48.25420092,36.9157029,13.65542712,5.529188126,0.434211536,0.408302496,0.706259455,7.401245627,0,0,0,0,9.569253708,12.65064634,8.494147372,2.02978981,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
02P23RR127,Rolls-Royce plc,Trent 1000-CE3,Phase5 Tiled,TF,9.01653,46.00133642,334.6797751,2.556194371,2.089633292,0.687370851,0.255639723,55.28331841,41.46237858,14.26116113,5.791202014,0.420590057,0.424940077,0.608564269,6.512822406,0,0,0,0,8.221578182,11.36502171,9.26308731,1.901473848,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
02P23RR128,Rolls-Royce plc,Trent 1000-D3,Phase5 Tiled,TF,9.01653,46.00133642,334.6797751,2.556194371,2.089633292,0.687370851,0.255639723,55.28331841,41.46237858,14.26116113,5.791202014,0.420590057,0.424940077,0.608564269,6.512822406,0,0,0,0,8.221578182,11.36502171,9.26308731,1.901473848,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
02P23RR129,Rolls-Royce plc,Trent 1000-G3,Phase5 Tiled,TF,9.074,44.69692433,323.7282525,2.449242493,2.005474664,0.666631387,0.250173879,51.92658683,39.30346006,13.98195892,5.670429894,0.432614732,0.418035317,0.651119574,6.897061912,0,0,0,0,8.785774975,11.97151727,8.913614835,1.956700307,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
02P23RR130,Rolls-Royce plc,Trent 1000-H3,Phase5 Tiled,TF,9.28204,40.34758574,287.1371783,2.107523915,1.732299636,0.598325975,0.232309716,42.13756529,32.82603271,13.04221723,5.291525341,0.42698222,0.38495537,0.826198932,8.392809682,0,0,0,0,11.14217589,13.77770057,7.690830926,2.165304143,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
02P23RR131,Rolls-Royce plc,Trent 1000-J3,Phase5 Tiled,TF,8.93421,47.95575327,350.9024407,2.720924431,2.216892457,0.718595966,0.263591531,60.67963514,44.91554169,14.68244351,5.967856432,0.372895418,0.432236554,0.551855205,6.014260914,0,0,0,0,7.682235766,10.43880126,9.769991951,1.831151149,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
02P23RR132,Rolls-Royce plc,Trent 1000-K3,Phase5 Tiled,TF,8.93421,47.95575327,350.9024407,2.720924431,2.216892457,0.718595966,0.263591531,60.67963514,44.91554169,14.68244351,5.967856432,0.372895418,0.432236554,0.551855205,6.014260914,0,0,0,0,7.682235766,10.43880126,9.769991951,1.831151149,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
02P23RR133,Rolls-Royce plc,Trent 1000-L3,Phase5 Tiled,TF,9.01653,46.00133642,334.6797751,2.556194371,2.089633292,0.687370851,0.255639723,55.28331841,41.46237858,14.26116113,5.791202014,0.420590057,0.424940077,0.608564269,6.512822406,0,0,0,0,8.221578182,11.36502171,9.26308731,1.901473848,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
02P23RR134,Rolls-Royce plc,Trent 1000-M3,Phase5 Tiled,TF,8.91709,48.7886282,358.0551817,2.801665961,2.273884403,0.732404215,0.267041388,64.41415318,46.58512655,14.73859966,6.173076856,0.436969924,0.430530452,0.543997688,6.075384292,0,0,0,0,7.646836073,10.04145717,9.987116647,1.804544011,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
02P23RR135,Rolls-Royce plc,Trent 1000-N3,Phase5 Tiled,TF,8.91709,48.7886282,358.0551817,2.801665961,2.273884403,0.732404215,0.267041388,64.41415318,46.58512655,14.73859966,6.173076856,0.436969924,0.430530452,0.543997688,6.075384292,0,0,0,0,7.646836073,10.04145717,9.987116647,1.804544011,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
02P23RR136,Rolls-Royce plc,Trent 1000-P3,Phase5 Tiled,TF,9.01653,46.00133642,334.6797751,2.556194371,2.089633292,0.687370851,0.255639723,55.28331841,41.46237858,14.26116113,5.791202014,0.420590057,0.424940077,0.608564269,6.512822406,0,0,0,0,8.221578182,11.36502171,9.26308731,1.901473848,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
02P23RR137,Rolls-Royce plc,Trent 1000-Q3,Phase5 Tiled,TF,8.93421,47.95575327,350.9024407,2.720924431,2.216892457,0.718595966,0.263591531,60.67963514,44.91554169,14.68244351,5.967856432,0.372895418,0.432236554,0.551855205,6.014260914,0,0,0,0,7.682235766,10.43880126,9.769991951,1.831151149,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
02P23RR138,Rolls-Royce plc,Trent 1000-R3,Phase5 Tiled,TF,8.88349,49.55092814,363.873456,2.87193948,2.321924108,0.743517343,0.269895269,67.28656442,47.89247141,14.88823183,6.23642357,0.434005252,0.431339601,0.525044741,5.915069551,0,0,0,0,7.80481015,9.746522766,10.15401961,1.784182904,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
02P23RR139,Rolls-Royce plc,Trent7000-68,Phase5 Tiled,TF,9.15518,42.97172768,308.7377444,2.287955745,1.875708105,0.627776485,0.245376377,46.39968766,35.77378813,13.56793431,5.331946252,0.425415679,0.392751306,0.734622223,8.294306008,0,0,0,0,10.12148023,13.07053136,8.167697618,2.17733344,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
02P23RR140,Rolls-Royce plc,Trent7000-70,Phase5 Tiled,TF,9.09338,44.08898748,317.7720832,2.372967535,1.942943307,0.644608387,0.249716519,48.87228086,37.352128,13.80614509,5.419286911,0.426102498,0.400253691,0.691494075,7.90471049,0,0,0,0,9.517481887,12.62465209,8.483994024,2.12203023,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
02P23RR141,Rolls-Royce plc,Trent7000-72,Phase5 Tiled,TF,8.93939,45.77018304,327.9184776,2.502003485,2.039506292,0.670804711,0.258873207,52.73627595,39.72747991,14.17750438,5.608401582,0.423292875,0.409775857,0.630882902,7.156089977,0,0,0,0,8.702375515,11.94627484,8.960630058,2.010804088,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
02P23RR142,Rolls-Royce plc,Trent7000-72C,Phase5 Tiled,TF,8.93939,45.77018304,327.9184776,2.502003485,2.039506292,0.670804711,0.258873207,52.73627595,39.72747991,14.17750438,5.608401582,0.423292875,0.409775857,0.630882902,7.156089977,0,0,0,0,8.702375515,11.94627484,8.960630058,2.010804088,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
02P23RR143,Rolls-Royce plc,Trent7000-72D,Phase5 Tiled,TF,8.93939,45.77018304,327.9184776,2.502003485,2.039506292,0.670804711,0.258873207,52.73627595,39.72747991,14.17750438,5.608401582,0.423292875,0.409775857,0.630882902,7.156089977,0,0,0,0,8.702375515,11.94627484,8.960630058,2.010804088,14.7,98.9,102.1,280.4,303.5,0.00308,0.01917
18RR080,Rolls-Royce plc,Trent XWB-97,Phase5 Tiled,TF,8.04,48.57,436.7,3.507,2.805,0.907,0.325,56.91,40.17,12.69,4.81,0.5,0.67,0.53,19.09,0,0,0,0.89,10.7,8.7,6.3,1.3,11.1,99.6,101.5,277.8,284.9,0.00258,0.00494
01P18RR121,Rolls-Royce plc,Trent XWB-75,Phase5 Tiled,TF,9.3,36.8,334,2.411,1.98,0.715,0.27,36.23,28.29,10.13,4.06,0.39,0.41,1.56,25.26,0,0,0.01,1.42,6.2,7.6,6,1.7,10.3,98.5,101.9,280,295,0.00062,0.00964
01P18RR122,Rolls-Royce plc,Trent XWB-79B,Phase5 Tiled,TF,9.15,38.8,355.2,2.601,2.129,0.755,0.28,40.2,30.88,10.59,4.23,0.39,0.4,1.36,23.37,0,0,0.01,1.22,5.8,7,6.5,1.6,10.3,98.5,101.9,280,295,0.00062,0.00964
01P18RR123,Rolls-Royce plc,Trent XWB-79,Phase5 Tiled,TF,9.15,38.8,355.2,2.601,2.129,0.755,0.28,40.2,30.88,10.59,4.23,0.39,0.4,1.36,23.37,0,0,0.01,1.22,5.8,7,6.5,1.6,10.3,98.5,101.9,280,295,0.00062,0.00964
01P18RR124,Rolls-Royce plc,Trent XWB-84,Phase5 Tiled,TF,9.01,41.1,379,2.819,2.306,0.801,0.291,45.24,34.2,11.12,4.41,0.39,0.39,1.18,21.46,0,0,0.01,1.03,5.5,6.4,7.1,1.6,10.3,98.5,101.9,280,295,0.00062,0.00964
01P21RR125,Rolls-Royce plc,Trent XWB-97,Phase5 Tiled (improved),TF,8.059,48.41317365,436.7486771,3.497826514,2.798047265,0.918076597,0.300838147,66.05032224,48.50516811,14.85868409,5.641126438,0.35599046,0.399433598,0.818811467,7.746338116,0,0,0,0.010060323,9.303700713,6.901013221,6.496411568,1.260941916,9.303700713,98.5,102,282.3,294.1,0.00304,0.00757
1TL001,Textron Lycoming,ALF 502L-2,,TF,5.1,13.15,33.4,0.3999,0.3236,0.1172,0.0477,13.43,12.03,6.47,3.38,0.4,0.3,3.97,45.63,0.02,0.023,0.183,6.65,8.3,12.7,8.7,2.9,11.4,101.7,101.7,290,300,0.0094,0.0184
1TL002,Textron Lycoming,ALF 502R-3,,TF,5.7,11.4,29.8,0.3476,0.288,0.1027,0.0432,11.2,9.94,6.15,3.3,0.433,0.5,8.43,44.67,0.056,0.053,0.287,6.51,12.63,12,5.47,2.133,13,101.3,102.4,288,293,0.0088,0.0108
1TL003,Textron Lycoming,ALF 502R-5,,TF,5.6,12,31,0.3581,0.2955,0.1034,0.0408,13.35,10.56,6.6,3.78,0.3,0.25,7.1,40.93,0.06,0.053,0.217,5.39,13.5,12.7,5.7,2.3,15.4,101.3,102.4,288,293,0.0088,0.0108
1TL004,Textron Lycoming,"LF507-1F, -1H",,TF,5.1,13,31,0.3578,0.2961,0.1083,0.0453,14.52,12.02,6.39,3.28,0.2,0.3,4.43,37.83,0.01,0.01,0.12,4.72,10.3,10.2,6.9,6.8,10.6,101.3,102.4,276,280,0.0023,0.0038
13ZM002,IVCHENKO PROGRESS ZMBK,D-36 ser. 4A,,TF,5,19.9,63.77,0.634,0.533,0.211,0.092,26,22,9,5.5,0.5,0.4,2.7,20.7,0,0,0,5.4,14.8,,,,14.8,99.9,101.5,268,295,0.0017,0.0083
13ZM003,IVCHENKO PROGRESS ZMBK,D-436-148 F1,,TF,4.9,19.8,64.43,0.548,0.468,0.218,0.093,18.93,16,7.26,3.64,0.54,0.54,2.99,23.46,0.1,0.04,0.07,2.26,6.7,,,,6.7,99.02,102.66,266,301,0.00248,0.01624
13ZM004,IVCHENKO PROGRESS ZMBK,D-436-148 F2,,TF,4.9,20.73,68.72,0.581,0.493,0.225,0.099,19.76,16.64,7.31,3.78,0.48,0.4,2.71,19.56,0.09,0.05,0.08,1.39,6.7,,,,6.9,99.02,102.66,266,301,0.00248,0.01624
